# ESTATE-BOARD 2026-09-15T08:58:14Z - one row per LIVE (non-archived) repo, canonical full_name identity.
# Disk-derived columns aggregate UNION over files / MAX over counts across a repo local checkouts, never SUM.
# Absence tokens: NO-LOCAL-CHECKOUT (no clone here, so origin/HEAD columns unmeasurable from this machine); n/a (field does not apply).
repo	checkouts	source	actions_enabled	allowed_actions	sha_pinning	verified_allowed	n_patterns	wf_files	wf_unsound	reusable_pinned	reusable_unpinned	unpinned_all_uses	sole_sound_copy	residue
hyperpolymath/qubes-sdp	1	census-n440	true	selected	true	true	92	15	0	5	1	21	1	RESIDUE
hyperpolymath/rattlescript	1	census-n440	true	selected	true	true	92	10	0	0	0	0	0	clean
hyperpolymath/raze-tui	1	census-n440	true	selected	true	true	92	15	0	5		0	0	clean
hyperpolymath/reasonably-good-token-vault	2	census-n440	true	selected	true	true	92	17	0	5		74	1	clean
hyperpolymath/recon-silly-ation	1	census-n440	true	selected	true	true	92	26	0	7		44	0	clean
hyperpolymath/refugia	1	census-n440	true	all	true	n/a	n/a	16	0	5		1	0	clean
hyperpolymath/repo-guardian	0	census-n440	true	all	true	n/a	n/a	NO-LOCAL-CHECKOUT	NO-LOCAL-CHECKOUT	NO-LOCAL-CHECKOUT	NO-LOCAL-CHECKOUT	NO-LOCAL-CHECKOUT	NO-LOCAL-CHECKOUT	UNMEASURED-no-local-checkout
hyperpolymath/reposystem	2	census-n440	true	selected	true	true	92	18	0	6		46	0	clean
hyperpolymath/rescript	2	census-n440	true	all	true	n/a	n/a	16	0	2		0	0	clean
hyperpolymath/rescript-ecosystem	1	census-n440	true	all	true	n/a	n/a	6	0	2		0	0	clean
hyperpolymath/residual-evidence-types	1	census-n440	true	all	false	n/a	n/a	1	0	0	0	0	0	clean
hyperpolymath/resource-record-fluctuator	1	census-n440	true	all	true	n/a	n/a	17	0	6		0	0	clean
hyperpolymath/road-skate	1	census-n440	true	all	true	n/a	n/a	17	2	4		0	1	RESIDUE
hyperpolymath/robodog-defensive-systems-lab	1	census-n440	true	all	true	n/a	n/a	15	0	5		0	0	clean
hyperpolymath/robot-vacuum-cleaner	1	census-n440	true	selected	true	true	92	17	0	5		57	0	clean
hyperpolymath/rpa-elysium	2	census-n440	true	selected	true	true	92	18	0	6		58	0	clean
hyperpolymath/rrecord-verity	1	census-n440	true	selected	true	true	92	19	2	5		0	0	RESIDUE
hyperpolymath/rsr-julia-library-template-repo	2	census-n440	true	selected	true	true	92	31	0	5		120	0	clean
hyperpolymath/rsr-template-how-to	1	census-n440	true	selected	true	true	92	4	0	1		4	0	clean
hyperpolymath/rsr-template-repo	2	census-n440	true	selected	true	true	92	34	0	6	1	59	1	RESIDUE
hyperpolymath/rsr-template-repo-experiment	1	census-n440	true	all	true	n/a	n/a	4	0	1		4	0	clean
hyperpolymath/safe-brute-force	1	census-n440	true	selected	true	true	92	15	0	5		0	0	clean
hyperpolymath/sanctify-php	1	census-n440	true	selected	true	true	92	19	1	6		0	0	RESIDUE
hyperpolymath/scaffoldia	2	census-n440	true	selected	true	true	92	26	0	7		82	0	clean
hyperpolymath/scripts	1	census-n440	true	selected	true	true	92	11	0	5		9	0	clean
hyperpolymath/sdp-hkdf-deployment	1	census-n440	true	selected	true	true	92	14	0	5		0	0	clean
hyperpolymath/seamstress	1	census-n440	true	selected	true	true	92	16	0	5		29	0	clean
hyperpolymath/self-destructing-git-garbage	1	census-n440	true	all	true	n/a	n/a	6	0	1		35	0	clean
hyperpolymath/servers	1	census-n440	true	selected	true	true	92	21	0	2		38	0	clean
hyperpolymath/session-sentinel	1	census-n440	true	selected	true	true	92	15	0	6		0	0	clean
hyperpolymath/smtp-notify-action	1	census-n440	true	selected	true	true	92	2	0	0	0	0	0	clean
hyperpolymath/snapcreate	1	census-n440	true	selected	true	true	92	16	0	5		0	0	clean
hyperpolymath/snifs	1	census-n440	true	selected	true	true	92	21	4	6		0	1	RESIDUE
hyperpolymath/social-media-polygraph	1	census-n440	true	selected	true	true	92	15	0	5		1	0	clean
hyperpolymath/social-media-tools	1	census-n440	true	selected	true	true	92	14	0	5		47	0	clean
hyperpolymath/somethings-fishy	1	census-n440	true	selected	true	true	92	20	1	6		0	0	RESIDUE
hyperpolymath/squeakwell	1	census-n440	true	selected	true	true	92	18	0	7		0	0	clean
hyperpolymath/squisher-corpus	1	census-n440	true	selected	true	true	92	9	0	3		35	0	clean
hyperpolymath/ssg-collection	1	census-n440	true	all	true	n/a	n/a	11	0	4		0	0	clean
hyperpolymath/standards	5	census-n440	true	selected	true	true	92	48	0	10	7	0	0	RESIDUE
hyperpolymath/stateful-artefacts	1	census-n440	true	selected	true	true	92	28	0	7		73	0	clean
hyperpolymath/statistikles	1	census-n440	true	all	true	n/a	n/a	21	0	6		27	0	clean
hyperpolymath/supernorma	2	census-n440	true	selected	true	true	92	18	0	4		0	0	clean
hyperpolymath/systemet	1	census-n440	true	selected	true	true	92	30	0	0	0	0	0	clean
hyperpolymath/tangle	1	census-n440	true	selected	true	true	92	14	0	0	0	0	0	clean
hyperpolymath/technical-notes	1	census-n440	true	all	true	n/a	n/a	6	0	3		1	0	clean
hyperpolymath/tentacles-agentic-syllabus	1	census-n440	true	all	true	n/a	n/a	7	0	3		0	0	clean
hyperpolymath/the-metadatastician	2	census-n440	true	selected	true	true	92	10	0	2		70	0	clean
hyperpolymath/the-nash-equilibrium	1	census-n440	true	selected	true	true	92	28	1	7		46	0	RESIDUE
hyperpolymath/thejeffparadox	1	census-n440	true	all	true	n/a	n/a	22	0	5		0	0	clean
hyperpolymath/thunderbird-template-reloaded	1	census-n440	true	all	true	n/a	n/a	15	0	5		0	0	clean
hyperpolymath/tlaiser	1	census-n440	true	all	true	n/a	n/a	18	0	0	0	0	0	clean
hyperpolymath/tma-mark2	1	census-n440	true	all	true	n/a	n/a	18	0	6		29	0	clean
hyperpolymath/tree-navigator	1	census-n440	true	selected	true	true	92	19	0	6		0	0	clean
hyperpolymath/trigger	1	census-n440	true	selected	true	true	92	8	0	1		27	0	clean
hyperpolymath/trope-checker	4	census-n440	true	selected	true	true	92	27	0	7		146	0	clean
hyperpolymath/trope-particularity-workbench	1	census-n440	true	selected	true	true	92	27	0	7		45	0	clean
hyperpolymath/tropical-types	1	census-n440	true	all	true	n/a	n/a	7	0	3		2	0	clean
hyperpolymath/twingate-helm-deploy	1	census-n440	true	selected	true	true	92	13	0	5		0	0	clean
hyperpolymath/typed-wasm	1	census-n440	true	selected	true	true	92	20	0	0	0	0	0	clean
hyperpolymath/typedqliser	1	census-n440	true	all	true	n/a	n/a	20	0	0	0	0	0	clean
hyperpolymath/typefix-zero	1	census-n440	true	selected	true	true	92	27	1	0	0	0	0	RESIDUE
hyperpolymath/typell	1	census-n440	true	selected	true	true	92	18	0	7		0	0	clean
hyperpolymath/ubicity	1	census-n440	true	selected	true	true	92	23	0	6		41	0	clean
hyperpolymath/unified-dataset-vocab	1	census-n440	true	all	true	n/a	n/a	15	0	5		0	0	clean
hyperpolymath/universal-chat-extractor	1	census-n440	true	selected	true	true	92	14	0	5		24	0	clean
hyperpolymath/universal-extension-format	1	census-n440	true	selected	true	true	92	14	0	5		0	0	clean
hyperpolymath/universal-language-server-plugin	1	census-n440	true	selected	true	true	92	17	1	5		0	0	RESIDUE
hyperpolymath/universal-project-manager	1	census-n440	true	selected	true	true	92	16	1	5		0	0	RESIDUE
hyperpolymath/valence-shell	1	census-n440	true	all	true	n/a	n/a	24	1	5		0	0	RESIDUE
hyperpolymath/vcl-ut	1	census-n440	true	selected	true	true	92	25	0	7		0	0	clean
hyperpolymath/vcs-ircd	1	census-n440	true	selected	true	true	92	17	0	6		35	0	clean
hyperpolymath/veridical-simulation-core	1	census-n440	true	all	true	n/a	n/a	6	0	3		1	0	clean
hyperpolymath/verisimdb	4	census-n440	true	all	true	n/a	n/a	24	0	7		189	0	clean
hyperpolymath/verisimdb-data	2	census-n440	true	selected	true	true	92	24	0	5		70	0	clean
hyperpolymath/verisimiser	1	census-n440	true	all	true	n/a	n/a	21	0	0	0	0	0	clean
hyperpolymath/vexometer	1	census-n440	true	selected	true	true	92	14	0	4		19	0	clean
hyperpolymath/vext	1	census-n440	true	selected	true	true	92	12	0	5		0	0	clean
hyperpolymath/vocarium	1	census-n440	true	selected	true	true	92	28	0	6		49	0	clean
hyperpolymath/volumod	1	census-n440	true	selected	true	true	92	11	0	5		0	0	clean
hyperpolymath/voyage-enterprise-decision-system	1	census-n440	true	selected	true	true	92	18	1	5		1	0	RESIDUE
hyperpolymath/wokelang	1	census-n440	true	all	true	n/a	n/a	24	0	0	0	0	0	clean
hyperpolymath/wokelangiser	1	census-n440	true	selected	true	true	92	18	0	0	0	0	0	clean
hyperpolymath/wordpress-tools	1	census-n440	true	selected	true	true	92	12	0	5		14	0	clean
hyperpolymath/wsl-compute-governor-dispatcher	1	census-n440	true	all	true	n/a	n/a	6	0	1		35	0	clean
hyperpolymath/zerostep	1	census-n440	true	selected	true	true	92	20	2	5		0	0	RESIDUE
hyperpolymath/zerotier-k8s-link	1	census-n440	true	all	true	n/a	n/a	13	0	5		0	0	clean
hyperpolymath/zotero-tools	2	census-n440	true	all	true	n/a	n/a	10	0	4		24	0	clean
metadatastician/.github	0	census-n440	true	selected	true	true	118	NO-LOCAL-CHECKOUT	NO-LOCAL-CHECKOUT	NO-LOCAL-CHECKOUT	NO-LOCAL-CHECKOUT	NO-LOCAL-CHECKOUT	NO-LOCAL-CHECKOUT	UNMEASURED-no-local-checkout
metadatastician/688-attack-hub	1	census-n440	true	selected	true	true	118	5	0	1		0	0	clean
metadatastician/IDApTIK	1	census-n440	true	selected	true	true	118	6	0	1		5	0	clean
metadatastician/_pathroot	1	census-n440	true	selected	true	true	118	34	0	6		67	0	clean
metadatastician/authority-watch	2	census-n440	true	selected	true	true	118	2	0	0	0	0	0	clean
metadatastician/berrywiki	1	census-n440	true	selected	true	true	118	6	0	0	0	0	0	clean
metadatastician/berrywiki-course-template	0	census-n440	true	selected	true	true	118	NO-LOCAL-CHECKOUT	NO-LOCAL-CHECKOUT	NO-LOCAL-CHECKOUT	NO-LOCAL-CHECKOUT	NO-LOCAL-CHECKOUT	NO-LOCAL-CHECKOUT	UNMEASURED-no-local-checkout
metadatastician/boj-server-mk2	1	census-n440	true	selected	true	true	118	28	0	6		0	0	clean
metadatastician/bowtie-workbench	1	census-n440	true	selected	true	true	118	1	0	0	0	0	0	clean
metadatastician/burble	2	census-n440	true	selected	true	true	118	30	0	7		149	0	clean
metadatastician/cadastra	2	census-n440	true	selected	true	true	118	30	0	6		57	0	clean
metadatastician/cerro-torre	1	census-n440	true	selected	true	true	118	8	0	1		0	0	clean
metadatastician/chronicles-of-slavia	2	census-n440	true	selected	true	true	118	31	0	6		114	0	clean
metadatastician/cleave	2	census-n440	true	selected	true	true	118	10	0	1		36	0	clean
metadatastician/common-signal	1	census-n440	true	selected	true	true	118	24	0	0	0	0	0	clean
metadatastician/consent-aware-web	1	census-n440	true	selected	true	true	118	21	0	0	0	0	0	clean
metadatastician/dosovoi	1	census-n440	true	selected	true	true	118	1	0	0	0	0	0	clean
metadatastician/enaction-engine	2	census-n440	true	selected	true	true	118	28	0	5		52	0	clean
metadatastician/enterglide-ncc-137-k	1	census-n440	true	selected	true	true	118	2	0	0	0	0	0	clean
metadatastician/f117a-stealth-glider	1	census-n440	true	selected	true	true	118	5	0	0	0	0	0	clean
metadatastician/f19-stealth-glider	1	census-n440	true	selected	true	true	118	5	0	0	0	0	0	clean
metadatastician/first-post	2	census-n440	true	selected	true	true	118	26	0	6		104	0	clean
metadatastician/gossamer	2	census-n440	true	selected	true	true	118	26	0	7		214	0	clean
metadatastician/groove	2	census-n440	true	selected	true	true	118	11	0	1		56	0	clean
metadatastician/harvard-dehallucinator	1	census-n440	true	selected	true	true	118	26	0	0	0	0	0	clean
metadatastician/insolvency-tycoon	2	census-n440	true	selected	true	true	118	4	0	1		2	0	clean
metadatastician/large-language-michelangelo	1	census-n440	true	selected	true	true	118	2	0	0	0	0	0	clean
metadatastician/metadatastician-governance	1	census-n440	true	selected	true	true	118	8	0	0	0	0	0	clean
metadatastician/paint-type	2	census-n440	true	selected	true	true	118	35	0	4		115	0	clean
metadatastician/phi-LAM	2	census-n440	true	selected	true	true	118	4	0	1		2	0	clean
metadatastician/planer-1	1	census-n440	true	selected	true	true	118	2	0	0	0	0	0	clean
metadatastician/pong-ping	1	census-n440	true	selected	true	true	118	27	0	0	0	0	0	clean
metadatastician/progblocks	1	census-n440	true	selected	true	true	118	6	0	0	0	0	0	clean
metadatastician/project-ovine	1	census-n440	true	selected	true	true	118	27	0	0	0	0	0	clean
metadatastician/reflexive-ai-studio	0	census-n440	true	selected	true	true	118	NO-LOCAL-CHECKOUT	NO-LOCAL-CHECKOUT	NO-LOCAL-CHECKOUT	NO-LOCAL-CHECKOUT	NO-LOCAL-CHECKOUT	NO-LOCAL-CHECKOUT	UNMEASURED-no-local-checkout
metadatastician/rokur	1	census-n440	true	selected	true	true	118	6	0	1		0	0	clean
metadatastician/selur	1	census-n440	true	selected	true	true	118	6	0	2		0	0	clean
metadatastician/sim-public-relations	2	census-n440	true	selected	true	true	118	26	0	6		104	0	clean
metadatastician/spline	2	census-n440	true	selected	true	true	118	8	0	1		28	0	clean
metadatastician/sr71-blackglider	1	census-n440	true	selected	true	true	118	28	0	0	0	0	0	clean
metadatastician/stapeln	2	census-n440	true	selected	true	true	118	17	0	6		52	0	clean
metadatastician/stealth-glider-ecosystem	1	census-n440	true	selected	true	true	118	3	0	0	0	0	0	clean
metadatastician/svalinn	2	census-n440	true	selected	true	true	118	23	0	5		124	0	clean
metadatastician/tardis-rule-disruption	1	census-n440	true	selected	true	true	118	2	0	0	0	0	0	clean
metadatastician/universal-modding-studio	2	census-n440	true	selected	true	true	118	15	0	4		37	0	clean
metadatastician/vordr	1	census-n440	true	selected	true	true	118	5	0	1		0	0	clean
metadatastician/x15-rocket-glider	1	census-n440	true	selected	true	true	118	2	0	0	0	0	0	clean
metadatastician/zz-template-smoke-20260915	0	supplement	true	selected	true	true	118	NO-LOCAL-CHECKOUT	NO-LOCAL-CHECKOUT	NO-LOCAL-CHECKOUT	NO-LOCAL-CHECKOUT	NO-LOCAL-CHECKOUT	NO-LOCAL-CHECKOUT	UNMEASURED-no-local-checkout
